time,junctionId,approachId,travelTimeSec,freeFlowTravelTimeSec,delaySec,usualDelaySec,stops,queueLengthMeters,volumePerHour,isClosed,stopsHistogram,junctionId
2024-10-27T01:45:02.286Z,6707bbe0aec0196d08c03b8c,-1810716315,86,36,50,0,0.33,364.52,3304,false,"0,18;1,4;2,2",6707bbe0aec0196d08c03b8c
2024-10-27T01:45:02.286Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:45:02.286Z,6707bbe0aec0196d08c03b8c,446261593,30,27,3,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:45:02.286Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,18,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:45:02.286Z,6707bbe0aec0196d08c03b8c,594893820,56,52,4,4,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:45:02.286Z,6707bbe0aec0196d08c03b8c,1162903151,49,44,5,5,0.0,0.0,217,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,1308596447,38,24,14,24,0.0,0.0,215,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,500370719,23,24,0,0,0.06,516.23,8005,false,"0,45;1,3",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-1922686271,29,27,2,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-1360511885,23,38,0,0,0.11,0.01,3043,false,"0,16;1,2",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-33268468,54,51,3,38,0.0,0.0,11,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-2087339978,36,37,0,1,0.0,0.0,18,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,669297184,24,38,0,0,0.19,0.05,2385,false,"0,13;1,3",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-305213544,24,23,1,0,0.0,0.0,6,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,1501651498,31,43,0,1,0.47,94.13,3046,false,"0,9;1,8",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-2103684616,13,16,0,0,0.0,0.0,235,false,"0,2",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,753717782,31,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-272021652,53,55,0,0,0.0,0.0,1,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,-1810716315,89,36,53,0,0.32,441.66,3843,false,"0,19;1,4;2,2",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,446261593,30,27,3,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,18,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,594893820,58,52,6,4,0.0,0.0,81,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:46:04.517Z,6707bbe0aec0196d08c03b8c,1162903151,49,44,5,5,0.0,0.0,220,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,1308596447,38,24,14,24,0.0,0.0,219,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,500370719,22,24,0,0,0.07,284.13,7712,false,"0,41;1,3",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-1922686271,29,27,2,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-1360511885,25,38,0,0,0.21,0.01,2942,false,"0,15;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-33268468,54,51,3,38,0.0,0.0,5,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-2087339978,36,37,0,1,0.0,0.0,7,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,669297184,24,38,0,0,0.07,0.02,1617,false,"0,13;1,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-305213544,24,23,1,0,0.0,0.0,2,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,1501651498,31,43,0,1,0.44,94.17,3075,false,"0,9;1,7",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-2103684616,13,16,0,0,0.0,0.0,226,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,753717782,31,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-272021652,53,55,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,-1810716315,82,36,46,0,0.27,504.36,4058,false,"0,17;1,4;2,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,446261593,30,27,3,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,18,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,594893820,58,52,6,4,0.0,0.0,165,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:47:01.059Z,6707bbe0aec0196d08c03b8c,1162903151,49,44,5,5,0.0,0.0,220,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,1308596447,38,24,14,24,0.0,0.0,220,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,500370719,60,24,36,0,0.09,370.87,7071,false,"0,41;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-1922686271,29,27,2,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-1360511885,31,38,0,0,0.22,0.0,2917,false,"0,14;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-33268468,58,51,7,37,0.0,0.0,3,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-2087339978,36,37,0,1,0.0,0.0,5,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,669297184,24,38,0,0,0.09,0.01,1429,false,"0,10;1,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-305213544,24,23,1,0,0.0,0.0,1,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,1501651498,31,43,0,1,0.44,94.18,2920,false,"0,9;1,7",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-2103684616,14,16,0,0,0.0,0.0,224,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,753717782,31,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-272021652,53,55,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,-1810716315,66,36,30,0,0.26,488.41,4192,false,"0,18;1,4;2,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,446261593,30,27,3,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,18,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,594893820,58,52,6,4,0.0,0.0,186,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:48:04.415Z,6707bbe0aec0196d08c03b8c,1162903151,49,44,5,5,0.0,0.0,221,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,1308596447,41,24,17,25,0.0,0.0,221,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,500370719,63,24,39,0,0.09,428.09,6757,false,"0,43;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-1922686271,29,27,2,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-1360511885,38,38,0,0,0.3,0.0,2752,false,"0,14;1,6",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-33268468,62,51,11,37,0.0,0.0,1,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-2087339978,37,37,0,1,0.0,0.0,1,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,669297184,24,38,0,0,0.0,0.0,1188,false,"0,10",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-305213544,24,23,1,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,1501651498,47,43,4,1,0.61,72.41,2393,false,"0,7;1,11",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-2103684616,14,16,0,0,0.0,0.0,222,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,753717782,32,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-272021652,54,55,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,-1810716315,66,36,30,0,0.28,467.92,4120,false,"0,19;1,5;2,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,446261593,30,27,3,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,18,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,594893820,58,52,6,3,0.0,0.0,212,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:49:01.447Z,6707bbe0aec0196d08c03b8c,1162903151,50,44,6,6,0.0,0.0,221,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,1308596447,26,24,2,25,0.0,0.0,221,false,"0,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,500370719,60,24,36,0,0.08,439.69,6631,false,"0,44;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-1922686271,29,27,2,3,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-1360511885,39,38,1,0,0.3,0.0,3143,false,"0,14;1,6",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-33268468,62,51,11,36,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-2087339978,37,37,0,1,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,669297184,24,38,0,0,0.0,0.0,1271,false,"0,6",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-305213544,24,23,1,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,1501651498,47,43,4,1,0.61,49.95,2343,false,"0,7;1,11",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-2103684616,14,16,0,0,0.0,0.0,221,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,753717782,32,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-272021652,54,55,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,-1810716315,59,36,23,0,0.27,463.77,3903,false,"0,20;1,5;2,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,446261593,30,27,3,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,18,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,594893820,58,52,6,3,0.0,0.0,217,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:50:02.445Z,6707bbe0aec0196d08c03b8c,1162903151,50,44,6,6,0.0,0.0,221,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,1308596447,26,24,2,25,0.0,0.0,302,false,"0,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,500370719,50,24,26,0,0.1,444.33,6500,false,"0,36;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-1922686271,24,27,0,3,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-1360511885,32,38,0,0,0.2,0.0,3461,false,"0,16;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-33268468,62,51,11,35,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-2087339978,37,37,0,1,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,669297184,26,38,0,0,0.0,0.0,1172,false,"0,7",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-305213544,24,23,1,0,0.0,93.86,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,1501651498,50,43,7,1,0.59,107.72,2611,false,"0,7;1,10",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-2103684616,14,16,0,0,0.0,0.0,140,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,753717782,32,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-272021652,54,55,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,-1810716315,59,36,23,0,0.28,185.31,3735,false,"0,19;1,5;2,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,446261593,30,27,3,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,18,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,594893820,58,52,6,3,0.0,0.0,220,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:51:02.211Z,6707bbe0aec0196d08c03b8c,1162903151,50,44,6,6,0.0,0.0,140,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,1308596447,26,24,2,25,0.0,0.0,652,false,"0,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,500370719,31,24,7,0,0.09,446.19,6263,false,"0,40;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-1922686271,25,27,0,3,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-1360511885,30,38,0,0,0.25,0.0,3773,false,"0,18;1,6",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-33268468,62,51,11,35,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-2087339978,37,37,0,1,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,669297184,26,38,0,0,0.0,0.0,999,false,"0,7",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-305213544,24,23,1,0,0.0,190.7,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,1501651498,50,43,7,1,0.67,173.0,2585,false,"0,5;1,10",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-2103684616,14,16,0,0,0.0,0.0,56,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,753717782,32,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-272021652,54,55,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,-1810716315,59,36,23,0,0.35,74.05,3565,false,"0,14;1,5;2,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,311016654,53,53,0,6,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,446261593,29,27,2,2,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,274576406,47,43,4,19,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,594893820,58,52,6,3,0.0,0.0,220,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:52:04.743Z,6707bbe0aec0196d08c03b8c,1162903151,50,44,6,7,0.0,0.0,56,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,1308596447,26,24,2,25,0.0,0.0,658,false,"0,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,500370719,32,24,8,0,0.09,178.29,6545,false,"0,40;1,4",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-458711495,79,34,45,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-1922686271,22,27,0,3,0.0,0.0,103,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-1360511885,31,38,0,0,0.32,0.0,3756,false,"0,17;1,8",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-33268468,62,51,11,34,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-2087339978,37,37,0,1,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,669297184,25,38,0,0,0.1,21.85,1012,false,"0,9;1,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-305213544,25,23,2,0,0.0,229.4,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,1501651498,60,43,17,1,0.69,199.08,2626,false,"0,5;1,11",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,226085798,39,63,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-2103684616,14,16,0,0,0.0,0.0,22,false,"0,1",6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-324329938,134,134,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,753717782,32,43,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-272021652,54,55,0,0,0.0,0.0,0,false,,6707bbe0aec0196d08c03b8c
2024-10-27T01:53:02.986Z,6707bbe0aec0196d08c03b8c,-1810716315,59,36,23,0,0.35,29.59,3549,false,"0,14;1,5;2,1",6707bbe0aec0196d08c03b8c
